score_threshold,top_k_normal,cash_buffer_normal,hysteresis,avg_sharpe,avg_return,avg_trades,avg_win_rate,std_sharpe,composite_score
0.01,8,0.15,0.03,31.482861790163202,24.108925978831625,61.666666666666664,100.0,2.677025063953417,16.51909047121743
0.01,4,0.15,0.03,31.482861790163202,24.108925978831625,61.666666666666664,100.0,2.677025063953417,16.51909047121743
0.01,6,0.15,0.03,31.482861790163202,24.108925978831625,61.666666666666664,100.0,2.677025063953417,16.51909047121743
0.01,4,0.1,0.03,31.404279722128127,24.142990483266914,57.666666666666664,100.0,2.824509641844941,16.47872386129527
0.01,8,0.1,0.03,31.404279722128127,24.142990483266914,57.666666666666664,100.0,2.824509641844941,16.47872386129527
0.01,6,0.1,0.03,31.404279722128127,24.142990483266914,57.666666666666664,100.0,2.824509641844941,16.47872386129527
0.01,6,0.1,0.02,31.3589209908844,24.10030065757793,72.0,88.88888888888887,2.7480239156500024,16.455830967631165
0.01,8,0.1,0.02,31.3589209908844,24.10030065757793,72.0,88.88888888888887,2.7480239156500024,16.455830967631165
0.01,4,0.1,0.02,31.3589209908844,24.10030065757793,72.0,88.88888888888887,2.7480239156500024,16.455830967631165
0.01,6,0.15,0.02,31.238574196208404,23.599793363033346,75.33333333333333,88.88888888888887,2.8236971593750697,16.379586296536853
0.01,8,0.15,0.02,31.238574196208404,23.599793363033346,75.33333333333333,88.88888888888887,2.8236971593750697,16.379586296536853
0.01,4,0.15,0.02,31.238574196208404,23.599793363033346,75.33333333333333,88.88888888888887,2.8236971593750697,16.379586296536853
